,Index,recipe_id,recipe_name,ingredients,cooking_directions,prep_time,cook_time,total_time,Difficulty,image_url
117,117,201117,Turkey Avocado Panini,ripe avocado^mayonnaise^ciabatta rolls^olive oil^provolone cheese^fresh spinach leaves divided^thinly sliced mesquite smoked turkey breast^roasted red peppers,"[  ^ directions : Prep  ^,  17 m  ^  Cook  ^  8 m  ^  Ready In  ^  25 m  ^  Mash the avocado and the mayonnaise together in a bowl until thoroughly mixed.  ^  Preheat a panini sandwich press.  ^  To make the sandwiches, split the ciabatta rolls in half the flat way, and brush the bottom of each roll with olive oil. Place the bottoms of the rolls onto the panini press, olive oil side down. Place a provolone cheese slice, half the spinach leaves, half the sliced turkey breast, and a sliced roasted red pepper on each sandwich. Spread half of the avocado mixture on the cut surface of each top, and place the top of the roll on the sandwich. Brush the top of the roll with olive oil.  ^   ^Close the panini press and cook until the bun is toasted and crisp, with golden brown grill marks, and the cheese has melted, about 5 to 8 minutes.   ^]",17,8,25,easy,https://images.media-allrecipes.com/userphotos/250x250/183421.jpg
118,118,256209,Cauliflower Totchos,ground beef^ORTEGA® Salsa (any style)^Green Giant™ Cauliflower Veggie Tots^shredded Mexican blend cheese^shredded lettuce^chopped tomato,"[  ^ directions : Prep  ^,  12 m  ^  Cook  ^  15 m  ^  Ready In  ^  27 m  ^  Preheat oven to 425 degrees F. Brown ground beef in large skillet and drain. Stir in salsa and cook 3 minutes or until heated through.  ^  Cook Green Giant\\xae Veggie Tots\\u2122 according to package directions.  ^  Arrange cooked veggie tots in 2-quart baking dish. Top with beef mixture then sprinkle with cheese. Bake 8 minutes or until cheese is melted.  ^   ^Top with lettuce, tomato and your favorite nacho toppings.   ^]",12,15,27,easy,https://images.media-allrecipes.com/userphotos/720x405/1948325.jpg
119,119,71539,Teriyaki Onion Burgers,ground beef^teriyaki marinade sauce^French-fried onions^Cheddar cheese^hamburger buns,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  20 m  ^  Preheat a grill for high heat.  ^  In a medium bowl, mix together the ground beef, teriyaki marinade and French-fried onions. Form the mixture into 4 patties.  ^   ^Lightly oil the grilling surface, and place patties on the preheated grill. Grill for 4 to 5 minutes per side, or until well done. Top with cheese, and serve on hamburger buns.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/962656.jpg
120,120,244936,Grilled Sirloin Salad with Sesame-Ginger Dressing,reduced-sodium soy sauce^balsamic vinegar^brown sugar^toasted sesame oil^garlic^chopped fresh ginger^black peppercorns crushed^sirloin steak trimmed^salt^scallions white part only^red bell pepper^curly endive (frisee)^chopped radicchio,"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  8 m  ^  Ready In  ^  28 m  ^  Preheat an outdoor grill for high heat and lightly oil the grate.  ^  Blend soy sauce, vinegar, brown sugar, sesame oil, garlic, and ginger together in a blender or food processor until dressing is smooth.  ^  Press peppercorns into both sides of steak and season with salt.  ^  Place steak, scallions, and red bell pepper on the preheated grill and cook for 4 minutes. Flip and cook until vegetables are charred and steak is cooked to desired doneness, about 4 minutes more. Let steak rest on a work surface for 5 minutes before thinly slicing along the grain. Cut scallions into 1-inch pieces and bell pepper lengthwise into strips.  ^   ^Toss curly endive and radicchio with the dressing in a bowl; transfer to a platter and top with steak and vegetables.   ^]",20,8,28,easy,https://images.media-allrecipes.com/userphotos/720x405/1230676.jpg
121,121,25467,Ham and Pineapple Kabobs,brown sugar^distilled white vinegar^vegetable oil^prepared mustard^cooked ham cut into 1 inch cubes^pineapple chunks^skewers,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  8 m  ^  Ready In  ^  23 m  ^  Preheat grill for high heat.  ^  In a medium bowl, mix together brown sugar, vinegar, vegetable oil, and mustard. Thread ham and pineapple chunks alternately onto skewers.  ^   ^Lightly oil grill grate. Place skewers on the prepared grill, and brush liberally with the brown sugar mixture. Cook for 6 to 8 minutes, turning frequently and basting often. Serve when heated through and richly glazed.   ^]",15,8,23,easy,https://images.media-allrecipes.com/userphotos/250x250/228216.jpg
122,122,233034,Weeknight Skillet Fajitas,vegetable oil^boneless skinless chicken breasts^bag Birds Eye® Recipe Ready Tri-Color Pepper & Onion Blend^ground cumin^salt^flour tortillas warmed,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  20 m  ^  Heat oil in large nonstick skillet over medium-high heat and cook chicken, stirring occasionally, 5 minutes.  ^  Stir in Recipe Ready Tri-Color Peppers & Onions Blend, cumin and salt. Continue cooking, stirring occasionally, 5 minutes or until chicken is thoroughly cooked.*  ^   ^Serve in flour tortillas. Garnish, if desired, with lime wedges.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/4057900.jpg
123,123,257938,Spicy Thai Basil Chicken (Pad Krapow Gai),chicken broth^oyster sauce^soy sauce^fish sauce^white sugar^brown sugar^vegetable oil^skinless boneless chicken thighs^sliced shallots^garlic^minced Thai chilies Serrano^very thinly sliced fresh basil leaves^hot cooked rice,"[  ^ directions : Prep  ^,  15 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Whisk chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, and brown sugar together in a bowl until well blended.  ^  Heat large skillet over high heat. Drizzle in oil. Add chicken and stir fry until it loses its raw color, 2 to 3 minutes. Stir in shallots, garlic, and sliced chilies. Continue cooking on high heat until some of the juices start to caramelize in the bottom of the pan, about 2 or 3 more minutes. Add about a tablespoon of the sauce mixture to the skillet; cook and stir until sauce begins to caramelize, about 1 minute.  ^  Pour in the rest of the sauce. Cook and stir until sauce has deglazed the bottom of the pan. Continue to cook until sauce glazes onto the meat, 1 or 2 more minutes. Remove from heat.  ^   ^Stir in basil. Cook and stir until basil is wilted, about 20 seconds. Serve with rice.   ^]",15,10,25,easy,https://images.media-allrecipes.com/userphotos/720x405/872266.jpg
124,124,48919,Kim's Zippy Sauce,butter^dried rosemary crushed^dried thyme crushed^garlic powder^dried parsley^salt^Dijon mustard^coarsely ground black pepper^Worcestershire sauce^ground cumin^cayenne pepper^beef drippings,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  1 m  ^  Ready In  ^  11 m  ^   ^Melt butter in a small saucepan over medium heat. Stir in the rosemary, thyme, garlic powder, parsley flakes and salt. Mix in the mustard, black pepper, Worcestershire sauce, cumin, and cayenne pepper. Warm gently for about a minute. Mix equal parts of the sauce with beef steak drippings to complete the sauce just before serving.   ^]",10,1,11,easy,https://images.media-allrecipes.com/userphotos/720x405/2187264.jpg
125,125,88573,Spinach Salad with Pistachio Chicken,shelled pistachio nuts^olive oil^skinless boneless chicken breast halves^garlic powder to taste^black pepper to taste^baby spinach leaves rinsed and drained^pint cherry tomatoes^avocado^yellow bell pepper^green onions^grated Parmesan cheese for topping^bottled balsamic salad dressing to taste,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  20 m  ^  Place pistachio in a food processor or blender, and pulse until finely diced. Sprinkle half of diced pistachios onto a large plate.  ^  Warm oil in a skillet over medium-high heat. Press chicken breast halves into the pistachio pieces, adding more diced nuts to the plate as needed. Sprinkle chicken breasts with garlic powder and black pepper. Place in the skillet, and cook until golden brown. Reduce heat to medium low, and cook for about 3 to 5 minutes on each side, until the chicken is no longer pink inside. Remove chicken to a cutting board, and slice into thin slices.  ^   ^Into four bowls, place equal amounts of spinach leaves, tomatoes, avocado, bell pepper, and green onions. Place chicken slices on top. Sprinkle with Parmesan, pour on Balsamic vinegar, and season with black pepper.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1696182.jpg
126,126,220623,Chile Beef Stir-Fry,fish sauce^fresh red chile peppers^garlic^beef sirloin^peanut oil^chopped asparagus^beef stock^basil leaves,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  8 h 20 m  ^  Make a marinade by combining the fish sauce, chile peppers, and garlic in a shallow dish.  ^  Lay beef into the marinade, turning to coat.  ^  Marinate beef in refrigerator 8 hours to overnight.  ^  Remove the beef from the marinade and shake off excess liquid. Discard the remaining marinade.  ^  Heat 1 tablespoon peanut oil in a large skillet or wok over medium-high heat. Cook and stir beef in hot oil until hot but slightly pink in the center, 3 to 5 minutes; remove from oil with a slotted spoon to a plate lined with paper towel.  ^  Heat remaining tablespoon peanut oil in the skillet; cook and stir asparagus in hot oil until tender, about 5 minutes.  ^  Pour beef stock into the pan and bring to a simmer.  ^   ^Return the beef to the pan. Add the basil and continue cooking until hot, about 1 minute more.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/250x250/232755.jpg
127,127,162058,Bacon and Balsamic Glazed Sugar Snap Peas,bacon^fresh sugar snap peas^balsamic vinegar^turbinado sugar such as Sugar in the Raw^salt and pepper to taste,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  15 m  ^  Ready In  ^  25 m  ^   ^Cook the minced bacon in a large skillet over medium-high heat until the fat has rendered out and the bacon has begun to crisp, about 5 minutes. Remove with a slotted spoon and set aside, leave the bacon fat in the skillet. Add the sugar snap peas, and toss to coat with the fat. Cook and stir until just cooked through, about 5 minutes. Pour in the balsamic vinegar, sugar, and cooked bacon. Continue cooking until the balsamic has reduced, and the sugar has dissolved, about 2 minutes. Season to taste with salt and pepper and serve immediately.   ^]",10,15,25,easy,https://images.media-allrecipes.com/userphotos/720x405/5092348.jpg
128,128,126770,Easy Chicken Parmesan Sandwich,frozen chicken nuggets^tomato sauce^hamburger bun^American cheese^grated Parmesan cheese,"[  ^ directions : Prep  ^,  5 m  ^  Cook  ^  2 m  ^  Ready In  ^  7 m  ^  Place the chicken nuggets on a microwave-safe plate. Cook in microwave until hot in the middle, about 2 minutes.  ^   ^Spread 1 tablespoon tomato sauce on one piece of the hamburger bun; cover the sauce with the American cheese slice. Arrange the chicken nuggets onto the cheese. Pour the remaining tomato sauce over the nuggets; sprinkle with the Parmesan cheese. Top with the other half of the hamburger bun to finish the sandwich.   ^]",5,2,7,easy,https://images.media-allrecipes.com/userphotos/720x405/795883.jpg
129,129,165039,Garlic Lime Bacon-Wrapped Shrimp,vegetable oil^lime juice^garlic^salt and pepper to taste^cooked medium shrimp^peppered bacon^green chili peppers^avocado^lime cut into wedges (optional),"[  ^ directions : Prep  ^,  20 m  ^  Cook  ^  6 m  ^  Ready In  ^  26 m  ^  Whisk together the oil, lime juice, garlic, salt, and pepper in a mixing bowl. Toss the shrimp in the marinade, then refrigerate for 30 minutes to 1 hour.  ^  Preheat an indoor electric grill for medium-high heat.  ^   ^Remove the shrimp from the marinade, and shake off excess. Wrap each shrimp with a strip of chili pepper, then half a bacon slice. Secure with a toothpick. Repeat with remaining shrimp. Cook on preheated grill until the bacon is crisp, and the shrimp is hot, 6 to 10 minutes. Sprinkle the shrimp with diced avocado, and garnish with lime wedges to serve.   ^]",20,6,26,easy,https://images.media-allrecipes.com/userphotos/720x405/957442.jpg
130,130,55191,Amazing Pork Chops in Cream Sauce,butter^boneless pork chops^salt to taste^ground black pepper^white wine^heavy cream^sliced fresh mushrooms,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  15 m  ^  Ready In  ^  25 m  ^  Melt butter in a large skillet over medium heat. Season pork chops with salt and pepper, and arrange in a single layer in pan. Pan-fry for 2 minutes on each side to brown. Pour in wine, and continue cooking for 6 minutes. Remove chops from pan.  ^   ^Pour cream into the skillet, and then add mushrooms. Increase heat to high; cook for 5 minutes, stirring frequently, until sauce reduces and thickens. Return chops to pan to warm before serving.   ^]",10,15,25,easy,https://images.media-allrecipes.com/userphotos/720x405/3610191.jpg
131,131,14525,Beer Steak,rib-eye steaks^sea salt^lemon pepper^fluid ounce) cans,"[ \ directions\ :  ^Prep  ^  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  2 h 20 m  ^   ^Place the steaks in a large, shallow container with a lid. Season each side of the steaks with the salt and lemon pepper. Gently pour the beer over the steaks (making sure the seasoning doesn t wash off). Cover, and refrigerate for 1 to 2 hours.  ^,  Preheat grill for high heat.  ^  Lightly oil grill grate. Place steaks on grill, and discard beer marinade. Cook for 5 minutes per side, or to desired doneness.  ^ ]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1052666.jpg
132,132,236189,Buffalo Chicken-and-Artichoke Dip,cream cheese^quartered artichoke hearts diced^shredded Cheddar cheese^ranch dressing^sour cream^hot sauce (such as Frank's RedHot ®)^bacon bits^white meat chicken,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  20 m  ^   ^Mix cream cheese, artichoke hearts, Cheddar cheese, ranch dressing, sour cream, hot sauce, and bacon bits together in a saucepan over medium heat; cook, stirring frequently, until cheeses are melted, 5 to 10 minutes. Add chicken to cream cheese mixture and cook until heated through, about 5 more minutes.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/1069684.jpg
133,133,69567,Lemon Thyme Chicken Tenders,olive oil^garlic^sprigs fresh thyme leaves stripped and chopped^lemon zest^lemon juice^salt and pepper to taste^chicken breast tenders^olive oil-flavored cooking spray,"[  ^ directions : Prep  ^,  10 m  ^  Cook  ^  10 m  ^  Ready In  ^  25 m  ^  Combine the olive oil, garlic, chopped thyme, lemon zest, and lemon juice in a large mixing bowl. Season the chicken tenders with salt and pepper. Toss chicken with the olive oil mixture; allow to marinate for 5 minutes.  ^   ^Spray a non-stick skillet with cooking spray, and place over medium-high heat. Cook chicken tenders in the hot pan until lightly browned and cooked through, about 4 minutes per side.   ^]",10,10,20,easy,https://images.media-allrecipes.com/userphotos/720x405/3634962.jpg
